,DOI,Sample_ID,Location,Countries,Source,Concentration,Concentration_Units,Approximate_Latitude,Approximate_Longitude,Sample_device_and_deployment_methods,Digestion,Filtration,Filter_Size,Microplastic_Identification_Method,Spectral_Analysis,Controls
0,10.1016/j.watres.2017.11.011,1|10.1016/j.watres.2017.11.011,Germany,Germany,bottled water,14,particles/L,51.1638175,10.4478313,Pre packaged bevarage cartons,Not Provided,polycarbonate filter,3 um,"Single Particle Explorer (SPE, rapID, Berlin)",Raman,Blank filters run through Raman
394,10.1016/j.jwpe.2020.101884,Nong_Shi|10.1016/j.jwpe.2020.101884,China,China,bottled water,3,particles/bottle,35.000074,104.999927,Bottled water,Not Provided,Gold plated polycarbonate,0.4 um,micro FTIR,FTIR,laminar flow; cotton only in lab
395,10.1016/j.jwpe.2020.101884,Jin_Mai_lang|10.1016/j.jwpe.2020.101884,China,China,bottled water,5,particles/bottle,35.000074,104.999927,Bottled water,Not Provided,Gold plated polycarbonate,0.4 um,micro FTIR,FTIR,laminar flow; cotton only in lab
396,10.1016/j.jwpe.2020.101884,Ganten_Purified_Water|10.1016/j.jwpe.2020.101884,China,China,bottled water,2,particles/bottle,35.000074,104.999927,Bottled water,Not Provided,Gold plated polycarbonate,0.4 um,micro FTIR,FTIR,laminar flow; cotton only in lab
397,10.1016/j.jwpe.2020.101884,Nestle_Pure_Life|10.1016/j.jwpe.2020.101884,China,China,bottled water,22,particles/bottle,35.000074,104.999927,Bottled water,Not Provided,Gold plated polycarbonate,0.4 um,micro FTIR,FTIR,laminar flow; cotton only in lab
398,10.1016/j.jwpe.2020.101884,Tian_Di_Jing_Hua|10.1016/j.jwpe.2020.101884,China,China,bottled water,8,particles/bottle,35.000074,104.999927,Bottled water,Not Provided,Gold plated polycarbonate,0.4 um,micro FTIR,FTIR,laminar flow; cotton only in lab
399,10.1007/s11356-021-13220-1,Raw|10.1007/s11356-021-13220-1,"Llobregat River Basin, Germany",Germany,tap water,1,particles/L,51.1638175,10.4478313,Drinking water from treatment facilities,Not Provided,stainless steel; membrane,3.5 mm; 1 mm; 300 um; 100 um; 20 um; 1 um,Steriomicroscopy; micro FTIR,FTIR,3 procedural blanks; black filters washed with reagents analyzed
400,10.1007/s11356-021-13220-1,Sand|10.1007/s11356-021-13220-1,"Llobregat River Basin, Germany",Germany,tap water,0.2,particles/L,51.1638175,10.4478313,Drinking water from treatment facilities,Not Provided,stainless steel; membrane,3.5 mm; 1 mm; 300 um; 100 um; 20 um; 1 um,Steriomicroscopy; micro FTIR,FTIR,3 procedural blanks; black filters washed with reagents analyzed
401,10.1007/s11356-021-13220-1,GAC|10.1007/s11356-021-13220-1,"Llobregat River Basin, Germany",Germany,tap water,0.2,particles/L,51.1638175,10.4478313,Drinking water from treatment facilities,Not Provided,stainless steel; membrane,3.5 mm; 1 mm; 300 um; 100 um; 20 um; 1 um,Steriomicroscopy; micro FTIR,FTIR,3 procedural blanks; black filters washed with reagents analyzed
402,10.1007/s11356-021-13220-1,Reverse_Osmosis|10.1007/s11356-021-13220-1,"Llobregat River Basin, Germany",Germany,tap water,0.1,particles/L,51.1638175,10.4478313,Drinking water from treatment facilities,Not Provided,stainless steel; membrane,3.5 mm; 1 mm; 300 um; 100 um; 20 um; 1 um,Steriomicroscopy; micro FTIR,FTIR,3 procedural blanks; black filters washed with reagents analyzed
403,10.1007/s11356-021-13220-1,Finished|10.1007/s11356-021-13220-1,"Llobregat River Basin, Germany",Germany,tap water,0.1,particles/L,51.1638175,10.4478313,Drinking water from treatment facilities,Not Provided,stainless steel; membrane,3.5 mm; 1 mm; 300 um; 100 um; 20 um; 1 um,Steriomicroscopy; micro FTIR,FTIR,3 procedural blanks; black filters washed with reagents analyzed
404,10.1016/j.cofs.2021.02.011,Single_PET2|10.1016/j.cofs.2021.02.011,,,bottled water,2649,particles/L,,,Bottled water,Not Provided,Not Provided,Not Provided,RM; micro FTIR; Nile Red; SEM,Raman; FTIR,Procedural blanks
405,10.1016/j.cofs.2021.02.011,Returnable_PET2|10.1016/j.cofs.2021.02.011,,,bottled water,4889,particles/L,,,Bottled water,Not Provided,Not Provided,Not Provided,RM; micro FTIR; Nile Red; SEM,Raman; FTIR,Procedural blanks
406,10.1016/j.cofs.2021.02.011,Glass2|10.1016/j.cofs.2021.02.011,,,bottled water,6292,particles/L,,,Bottled water,Not Provided,Not Provided,Not Provided,RM; micro FTIR; Nile Red; SEM,Raman; FTIR,Procedural blanks
407,10.1016/j.cofs.2021.02.011,Single_PET3|10.1016/j.cofs.2021.02.011,,,bottled water,315,particles/L,,,Bottled water,Not Provided,Not Provided,Not Provided,RM; micro FTIR; Nile Red; SEM,Raman; FTIR,Procedural blanks
408,10.1016/j.cofs.2021.02.011,Glass3|10.1016/j.cofs.2021.02.011,,,bottled water,195.7,particles/L,,,Bottled water,Not Provided,Not Provided,Not Provided,RM; micro FTIR; Nile Red; SEM,Raman; FTIR,Procedural blanks
409,10.1016/j.cofs.2021.02.011,Single_PET4|10.1016/j.cofs.2021.02.011,,,bottled water,54200000,particles/L,,,Bottled water,Not Provided,Not Provided,Not Provided,RM; micro FTIR; Nile Red; SEM,Raman; FTIR,Procedural blanks
410,10.1016/j.cofs.2021.02.011,Single_PET5|10.1016/j.cofs.2021.02.011,,,bottled water,140,particles/L,,,Bottled water,Not Provided,Not Provided,Not Provided,RM; micro FTIR; Nile Red; SEM,Raman; FTIR,Procedural blanks
411,10.1016/j.cofs.2021.02.011,Glass4|10.1016/j.cofs.2021.02.011,,,bottled water,52,particles/L,,,Bottled water,Not Provided,Not Provided,Not Provided,RM; micro FTIR; Nile Red; SEM,Raman; FTIR,Procedural blanks
412,10.22630/PNIKS.2019.28.4.59,B_Well|10.22630/PNIKS.2019.28.4.59,"Riobamba City, Ecuador",Ecuador,tap water,3,particles/mL,-1.3397668,-79.3666965,Fire hydrants; network water points; water holding tanks,Not Provided,cellulose,2-4 um,Rose Bengal stain; visual; stereoscope ,Not Provided,Not Provided
413,10.22630/PNIKS.2019.28.4.59,C_Well|10.22630/PNIKS.2019.28.4.59,"Riobamba City, Ecuador",Ecuador,tap water,2,particles/mL,-1.3397668,-79.3666965,Fire hydrants; network water points; water holding tanks,Not Provided,cellulose,2-4 um,Rose Bengal stain; visual; stereoscope ,Not Provided,Not Provided
414,10.22630/PNIKS.2019.28.4.59,G_Well|10.22630/PNIKS.2019.28.4.59,"Riobamba City, Ecuador",Ecuador,tap water,2,particles/mL,-1.3397668,-79.3666965,Fire hydrants; network water points; water holding tanks,Not Provided,cellulose,2-4 um,Rose Bengal stain; visual; stereoscope ,Not Provided,Not Provided
415,10.22630/PNIKS.2019.28.4.59,D_Reserve_Tank|10.22630/PNIKS.2019.28.4.59,"Riobamba City, Ecuador",Ecuador,tap water,1,particles/mL,-1.3397668,-79.3666965,Fire hydrants; network water points; water holding tanks,Not Provided,cellulose,2-4 um,Rose Bengal stain; visual; stereoscope ,Not Provided,Not Provided
416,10.22630/PNIKS.2019.28.4.59,I_Reserve_Tank|10.22630/PNIKS.2019.28.4.59,"Riobamba City, Ecuador",Ecuador,tap water,2,particles/mL,-1.3397668,-79.3666965,Fire hydrants; network water points; water holding tanks,Not Provided,cellulose,2-4 um,Rose Bengal stain; visual; stereoscope ,Not Provided,Not Provided
417,10.22630/PNIKS.2019.28.4.59,K_Reserve_Tank|10.22630/PNIKS.2019.28.4.59,"Riobamba City, Ecuador",Ecuador,tap water,1,particles/mL,-1.3397668,-79.3666965,Fire hydrants; network water points; water holding tanks,Not Provided,cellulose,2-4 um,Rose Bengal stain; visual; stereoscope ,Not Provided,Not Provided
418,10.22630/PNIKS.2019.28.4.59,N_Reserve_Tank|10.22630/PNIKS.2019.28.4.59,"Riobamba City, Ecuador",Ecuador,tap water,1,particles/mL,-1.3397668,-79.3666965,Fire hydrants; network water points; water holding tanks,Not Provided,cellulose,2-4 um,Rose Bengal stain; visual; stereoscope ,Not Provided,Not Provided
419,10.22630/PNIKS.2019.28.4.59,F_Distribution_Network|10.22630/PNIKS.2019.28.4.59,"Riobamba City, Ecuador",Ecuador,tap water,1,particles/mL,-1.3397668,-79.3666965,Fire hydrants; network water points; water holding tanks,Not Provided,cellulose,2-4 um,Rose Bengal stain; visual; stereoscope ,Not Provided,Not Provided
420,10.22630/PNIKS.2019.28.4.59,N_Distribution_Network|10.22630/PNIKS.2019.28.4.59,"Riobamba City, Ecuador",Ecuador,tap water,1,particles/mL,-1.3397668,-79.3666965,Fire hydrants; network water points; water holding tanks,Not Provided,cellulose,2-4 um,Rose Bengal stain; visual; stereoscope ,Not Provided,Not Provided
421,10.22630/PNIKS.2019.28.4.59,C_Hydrant|10.22630/PNIKS.2019.28.4.59,"Riobamba City, Ecuador",Ecuador,tap water,1,particles/mL,-1.3397668,-79.3666965,Fire hydrants; network water points; water holding tanks,Not Provided,cellulose,2-4 um,Rose Bengal stain; visual; stereoscope ,Not Provided,Not Provided
422,10.22630/PNIKS.2019.28.4.59,D_Hydrant|10.22630/PNIKS.2019.28.4.59,"Riobamba City, Ecuador",Ecuador,tap water,1,particles/mL,-1.3397668,-79.3666965,Fire hydrants; network water points; water holding tanks,Not Provided,cellulose,2-4 um,Rose Bengal stain; visual; stereoscope ,Not Provided,Not Provided
423,10.22630/PNIKS.2019.28.4.59,I_Hydrant|10.22630/PNIKS.2019.28.4.59,"Riobamba City, Ecuador",Ecuador,tap water,1,particles/mL,-1.3397668,-79.3666965,Fire hydrants; network water points; water holding tanks,Not Provided,cellulose,2-4 um,Rose Bengal stain; visual; stereoscope ,Not Provided,Not Provided
424,10.3390/app112110109,Australia1|10.3390/app112110109,Australia,Australia,tap water,1.5,particles/L,-24.7761086,134.755,Review; Drinking water from treatment facilities,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided
425,10.3390/app112110109,Australia2|10.3390/app112110109,Australia,Australia,tap water,0.48,particles/L,-24.7761086,134.755,Review; Drinking water from treatment facilities,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided
426,10.3390/app112110109,Australia3|10.3390/app112110109,Australia,Australia,tap water,0.28,particles/L,-24.7761086,134.755,Review; Drinking water from treatment facilities,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided
427,10.3390/app112110109,Australia4|10.3390/app112110109,Australia,Australia,tap water,0.18,particles/L,-24.7761086,134.755,Review; Drinking water from treatment facilities,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided
428,10.3390/app112110109,Australia5|10.3390/app112110109,Australia,Australia,tap water,0.96,particles/L,-24.7761086,134.755,Review; Drinking water from treatment facilities,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided
429,10.3390/app112110109,Australia6|10.3390/app112110109,Australia,Australia,tap water,0.91,particles/L,-24.7761086,134.755,Review; Drinking water from treatment facilities,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided
430,10.3390/app112110109,Australia7|10.3390/app112110109,Australia,Australia,tap water,2.76,particles/L,-24.7761086,134.755,Review; Drinking water from treatment facilities,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided
431,10.3390/app112110109,Canada1|10.3390/app112110109,Canada,Canada,tap water,0.5,particles/L,61.0666922,-107.991707,Review; Drinking water from treatment facilities,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided
432,10.3390/app112110109,Canada2|10.3390/app112110109,Canada,Canada,tap water,1.76,particles/L,61.0666922,-107.991707,Review; Drinking water from treatment facilities,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided
433,10.3390/app112110109,China1|10.3390/app112110109,China,China,tap water,28.4,particles/L,35.000074,104.999927,Review; Drinking water from treatment facilities,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided
434,10.3390/app112110109,China2|10.3390/app112110109,China,China,tap water,0.13,particles/L,35.000074,104.999927,Review; Drinking water from treatment facilities,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided
435,10.3390/app112110109,China3|10.3390/app112110109,China,China,tap water,0.05,particles/L,35.000074,104.999927,Review; Drinking water from treatment facilities,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided
436,10.3390/app112110109,China4|10.3390/app112110109,China,China,tap water,2.7,particles/L,35.000074,104.999927,Review; Drinking water from treatment facilities,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided
437,10.3390/app112110109,China5|10.3390/app112110109,China,China,tap water,0.3,particles/L,35.000074,104.999927,Review; Drinking water from treatment facilities,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided
438,10.3390/app112110109,China6|10.3390/app112110109,China,China,tap water,0.6,particles/L,35.000074,104.999927,Review; Drinking water from treatment facilities,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided
439,10.3390/app112110109,China7|10.3390/app112110109,China,China,tap water,0.59,particles/L,35.000074,104.999927,Review; Drinking water from treatment facilities,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided
440,10.3390/app112110109,China8|10.3390/app112110109,China,China,tap water,0.59,particles/L,35.000074,104.999927,Review; Drinking water from treatment facilities,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided
441,10.3390/app112110109,China9|10.3390/app112110109,China,China,tap water,30.6,particles/L,35.000074,104.999927,Review; Drinking water from treatment facilities,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided
442,10.3390/app112110109,China10|10.3390/app112110109,China,China,tap water,1.72,particles/L,35.000074,104.999927,Review; Drinking water from treatment facilities,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided
443,10.3390/app112110109,China11|10.3390/app112110109,China,China,tap water,22.9,particles/L,35.000074,104.999927,Review; Drinking water from treatment facilities,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided
444,10.3390/app112110109,China12|10.3390/app112110109,China,China,tap water,2.9,particles/L,35.000074,104.999927,Review; Drinking water from treatment facilities,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided
445,10.3390/app112110109,China13|10.3390/app112110109,China,China,tap water,7.9,particles/L,35.000074,104.999927,Review; Drinking water from treatment facilities,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided
446,10.3390/app112110109,China14|10.3390/app112110109,China,China,tap water,30.3,particles/L,35.000074,104.999927,Review; Drinking water from treatment facilities,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided
447,10.3390/app112110109,China15|10.3390/app112110109,China,China,tap water,14.3,particles/L,35.000074,104.999927,Review; Drinking water from treatment facilities,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided
448,10.3390/app112110109,China16|10.3390/app112110109,China,China,tap water,8.25,particles/L,35.000074,104.999927,Review; Drinking water from treatment facilities,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided
449,10.3390/app112110109,China17|10.3390/app112110109,China,China,tap water,0.24,particles/L,35.000074,104.999927,Review; Drinking water from treatment facilities,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided
450,10.3390/app112110109,China18|10.3390/app112110109,China,China,tap water,0.34,particles/L,35.000074,104.999927,Review; Drinking water from treatment facilities,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided
451,10.3390/app112110109,China19|10.3390/app112110109,China,China,tap water,20.96,particles/L,35.000074,104.999927,Review; Drinking water from treatment facilities,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided
452,10.3390/app112110109,China20|10.3390/app112110109,China,China,tap water,31.85,particles/L,35.000074,104.999927,Review; Drinking water from treatment facilities,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided
453,10.3390/app112110109,China21|10.3390/app112110109,China,China,tap water,40.67,particles/L,35.000074,104.999927,Review; Drinking water from treatment facilities,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided
454,10.3390/app112110109,China22|10.3390/app112110109,China,China,tap water,20.44,particles/L,35.000074,104.999927,Review; Drinking water from treatment facilities,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided
455,10.3390/app112110109,China23|10.3390/app112110109,China,China,tap water,0.78,particles/L,35.000074,104.999927,Review; Drinking water from treatment facilities,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided
456,10.3390/app112110109,China24|10.3390/app112110109,China,China,tap water,0.62,particles/L,35.000074,104.999927,Review; Drinking water from treatment facilities,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided
457,10.3390/app112110109,China25|10.3390/app112110109,China,China,tap water,0.1,particles/L,35.000074,104.999927,Review; Drinking water from treatment facilities,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided
458,10.3390/app112110109,China26|10.3390/app112110109,China,China,tap water,0.07,particles/L,35.000074,104.999927,Review; Drinking water from treatment facilities,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided
459,10.3390/app112110109,China27|10.3390/app112110109,China,China,tap water,0,particles/L,35.000074,104.999927,Review; Drinking water from treatment facilities,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided
460,10.3390/app112110109,China28|10.3390/app112110109,China,China,tap water,0,particles/L,35.000074,104.999927,Review; Drinking water from treatment facilities,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided
461,10.3390/app112110109,China29|10.3390/app112110109,China,China,tap water,400,particles/L,35.000074,104.999927,Review; Drinking water from treatment facilities,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided
462,10.3390/app112110109,China30|10.3390/app112110109,China,China,tap water,750,particles/L,35.000074,104.999927,Review; Drinking water from treatment facilities,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided
463,10.3390/app112110109,China31|10.3390/app112110109,China,China,tap water,300,particles/L,35.000074,104.999927,Review; Drinking water from treatment facilities,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided
464,10.3390/app112110109,Denmark1|10.3390/app112110109,Denmark,Denmark,tap water,120.3,particles/L,55.670249,10.3333283,Review; Drinking water from treatment facilities,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided
465,10.3390/app112110109,Finland1|10.3390/app112110109,Finland,Finland,tap water,1.05,particles/L,63.2467777,25.9209164,Review; Drinking water from treatment facilities,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided
466,10.3390/app112110109,Finland2|10.3390/app112110109,Finland,Finland,tap water,13.5,particles/L,63.2467777,25.9209164,Review; Drinking water from treatment facilities,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided
467,10.3390/app112110109,Finland3|10.3390/app112110109,Finland,Finland,tap water,0.03,particles/L,63.2467777,25.9209164,Review; Drinking water from treatment facilities,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided
468,10.3390/app112110109,Finland4|10.3390/app112110109,Finland,Finland,tap water,0.005,particles/L,63.2467777,25.9209164,Review; Drinking water from treatment facilities,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided
469,10.3390/app112110109,Finland5|10.3390/app112110109,Finland,Finland,tap water,0.1,particles/L,63.2467777,25.9209164,Review; Drinking water from treatment facilities,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided
470,10.3390/app112110109,Finland6|10.3390/app112110109,Finland,Finland,tap water,0.02,particles/L,63.2467777,25.9209164,Review; Drinking water from treatment facilities,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided
471,10.3390/app112110109,Finland7|10.3390/app112110109,Finland,Finland,tap water,6.84,particles/L,63.2467777,25.9209164,Review; Drinking water from treatment facilities,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided
472,10.3390/app112110109,France1|10.3390/app112110109,France,France,tap water,35,particles/L,46.603354,1.8883335,Review; Drinking water from treatment facilities,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided
473,10.3390/app112110109,France2|10.3390/app112110109,France,France,tap water,2.84,particles/L,46.603354,1.8883335,Review; Drinking water from treatment facilities,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided
474,10.3390/app112110109,Germany1|10.3390/app112110109,Germany,Germany,tap water,1.82,particles/L,51.1638175,10.4478313,Review; Drinking water from treatment facilities,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided
475,10.3390/app112110109,Germany2|10.3390/app112110109,Germany,Germany,tap water,5.9,particles/L,51.1638175,10.4478313,Review; Drinking water from treatment facilities,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided
476,10.3390/app112110109,Germany3|10.3390/app112110109,Germany,Germany,tap water,3,particles/L,51.1638175,10.4478313,Review; Drinking water from treatment facilities,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided
477,10.3390/app112110109,Germany4|10.3390/app112110109,Germany,Germany,tap water,7,particles/L,51.1638175,10.4478313,Review; Drinking water from treatment facilities,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided
478,10.3390/app112110109,Germany5|10.3390/app112110109,Germany,Germany,tap water,14,particles/L,51.1638175,10.4478313,Review; Drinking water from treatment facilities,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided
479,10.3390/app112110109,HingKong1|10.3390/app112110109,Hong Kong,China,tap water,0.27,particles/L,35.000074,104.999927,Review; Drinking water from treatment facilities,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided
480,10.3390/app112110109,HingKong2|10.3390/app112110109,Hong Kong,China,tap water,0.4,particles/L,35.000074,104.999927,Review; Drinking water from treatment facilities,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided
481,10.3390/app112110109,Iran1|10.3390/app112110109,Iran,Iran,tap water,0.42,particles/L,32.6475314,54.5643516,Review; Drinking water from treatment facilities,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided
482,10.3390/app112110109,Iran2|10.3390/app112110109,Iran,Iran,tap water,1.91,particles/L,32.6475314,54.5643516,Review; Drinking water from treatment facilities,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided
483,10.3390/app112110109,Iran3|10.3390/app112110109,Iran,Iran,tap water,2.11,particles/L,32.6475314,54.5643516,Review; Drinking water from treatment facilities,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided
484,10.3390/app112110109,Iran4|10.3390/app112110109,Iran,Iran,tap water,0.58,particles/L,32.6475314,54.5643516,Review; Drinking water from treatment facilities,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided
485,10.3390/app112110109,Israel1|10.3390/app112110109,Israel,Israel,tap water,1.97,particles/L,30.8124247,34.8594762,Review; Drinking water from treatment facilities,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided
486,10.3390/app112110109,Israel2|10.3390/app112110109,Israel,Israel,tap water,7.3,particles/L,30.8124247,34.8594762,Review; Drinking water from treatment facilities,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided
487,10.3390/app112110109,Italy1|10.3390/app112110109,Italy,Italy,tap water,0.4,particles/L,42.6384261,12.674297,Review; Drinking water from treatment facilities,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided
488,10.3390/app112110109,Italy2|10.3390/app112110109,Italy,Italy,tap water,0.52,particles/L,42.6384261,12.674297,Review; Drinking water from treatment facilities,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided
489,10.3390/app112110109,Italy3|10.3390/app112110109,Italy,Italy,tap water,0.2,particles/L,42.6384261,12.674297,Review; Drinking water from treatment facilities,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided
490,10.3390/app112110109,Korea1|10.3390/app112110109,Korea,Korea,tap water,0.44,particles/L,36.638392,127.6961188,Review; Drinking water from treatment facilities,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided
491,10.3390/app112110109,Korea2|10.3390/app112110109,Korea,Korea,tap water,0.14,particles/L,36.638392,127.6961188,Review; Drinking water from treatment facilities,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided
492,10.3390/app112110109,Korea3|10.3390/app112110109,Korea,Korea,tap water,0.28,particles/L,36.638392,127.6961188,Review; Drinking water from treatment facilities,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided
493,10.3390/app112110109,Korea4|10.3390/app112110109,Korea,Korea,tap water,0.11,particles/L,36.638392,127.6961188,Review; Drinking water from treatment facilities,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided
494,10.3390/app112110109,Netherlands1|10.3390/app112110109,Netherlands,Netherlands,tap water,39,particles/L,52.24764975,5.541246849,Review; Drinking water from treatment facilities,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided
495,10.3390/app112110109,Netherlands2|10.3390/app112110109,Netherlands,Netherlands,tap water,61,particles/L,52.24764975,5.541246849,Review; Drinking water from treatment facilities,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided
496,10.3390/app112110109,Netherlands3|10.3390/app112110109,Netherlands,Netherlands,tap water,65,particles/L,52.24764975,5.541246849,Review; Drinking water from treatment facilities,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided
497,10.3390/app112110109,Netherlands4|10.3390/app112110109,Netherlands,Netherlands,tap water,81,particles/L,52.24764975,5.541246849,Review; Drinking water from treatment facilities,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided
498,10.3390/app112110109,Netherlands5|10.3390/app112110109,Netherlands,Netherlands,tap water,56,particles/L,52.24764975,5.541246849,Review; Drinking water from treatment facilities,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided
499,10.3390/app112110109,Netherlands6|10.3390/app112110109,Netherlands,Netherlands,tap water,55,particles/L,52.24764975,5.541246849,Review; Drinking water from treatment facilities,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided
500,10.3390/app112110109,Netherlands7|10.3390/app112110109,Netherlands,Netherlands,tap water,55,particles/L,52.24764975,5.541246849,Review; Drinking water from treatment facilities,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided
